"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1.30061178843487,1.36120283543662,0.983725806001572,1.35807809147055,0.839983359460757,0.990153773761676,0.553060908980296,2.41861843558142,1.10069416818962,0.624799679821899
"2",1.30061178843487,1.07263429296876,1.66115435769447,1.08639574755382,0.647514489122338,1.39741646337585,1.24204628313696,1.09579641656257,1.05878698287441,1.31738746832135
"3",1.87500394554082,1.16300681313503,1.24120251841472,0.963073329357227,1.10323046723506,0.899170883481654,0.834376412201757,1.19216182977786,0.989391837705555,0.866072462800641
"4",2.16623236384577,0.927533494406758,0.964498397782432,1.03473129639646,1.08034247974271,0.754289160993038,1.26544438354987,0.84054188169142,1.10904438636274,1.21630040740688
"5",1.50173651817703,1.3667959888163,0.788203555985254,1.33742084433722,1.12485187157482,0.94094140091318,1.49978490655467,0.8771331622828,0.961808985970895,0.84434157359202
"6",1.21916671052877,1.69166914740234,1.31942633810752,1.19079906003011,1.03656036016512,0.956993902958333,1.12595001235295,1.14302497428779,1.04463746075556,0.984645011504373
"7",1.30061178843487,1.07263429296876,1.66115435769447,1.41986881471344,0.936416015106214,0.835285661609996,0.813192300793261,1.12019586561047,1.02923311312196,1.06137362729188
"8",0.722420563125241,3.53283515256246,0.88023261606403,0.989931075548084,0.59748644868738,2.58435955388315,0.8796817118695,1.26357593178464,0.921116506543888,0.957228715632916
"9",1.37438270423382,0.812406221852462,1.5621243220527,0.93357306399132,1.91176759770163,0.529234724392565,2.08391068886221,0.803266146182093,1.02880944663795,1.20651342807644
"10",1.87500394554082,0.996771866114948,1.26711203869758,1.01285412507899,1.15774722431461,1.11298824891442,0.817279729517336,1.07804926190381,0.974477556233321,0.999713895466834
"11",1.44133045137683,0.877627857028851,1.64178791909736,1.08847720764683,1.02459706830314,1.4535685563907,0.966571137618333,0.904208066260459,0.90710400391296,1.04004901615419
"12",2.04869687050585,1.10928540140123,1.29423529027742,0.91325954038585,0.954065894457589,1.01865112982606,0.737372367333495,1.20832396255628,0.920709862090029,1.11564598970383
"13",1.55865232751929,1.31288604462937,1.21130469482651,1.00271337384584,0.814573827961829,1.24420826297073,0.425039949564125,1.19857497186607,1.48628570641744,1.32087358325318
"14",1.44133045137683,1.33428476559929,0.763927991033077,1.31675257821132,0.949003263451939,1.27579358975174,1.5099045852312,0.923021603403017,1.18419780857604,1.06647984958641
"15",1.75385999206411,1.09961766106722,0.919676823658048,1.12053223624777,1.03955472345598,0.935171508214456,1.3715589131553,0.857713319701837,0.809291169655899,1.53568448300203
"16",1.21916671052877,1.90413531586379,1.24444984112465,0.9148506322059,1.14570043563007,0.91369395352745,0.822910704275286,1.03876292084951,0.623417077498921,1.14362191533672
"17",1.44133045137683,0.939244743370881,1.45302468644804,1.05841032154128,0.947167938133045,1.22485059922382,0.931450998839309,0.89474005438106,1.24075916548519,0.635429119719976
"18",1.21916671052877,0.936220779505937,1.39469284458167,1.31578613592444,1.39763722405372,0.958818403157247,1.67994008660025,0.86551660567727,1.09998189593416,0.597490628905248
"19",1.94681425990642,0.844096316695303,0.943799495408333,1.06907699989023,0.885573647142687,1.18914380301676,1.11976487308785,1.16971556622472,1.25324417003947,0.672685563841032
"20",0.888513910185426,1.9891897729541,1.31783836783805,1.0719460442003,1.56433677852603,1.08608198614814,0.929633920837108,1.11899708167131,1.13087029811244,1.10550087136262
"21",1.44133045137683,1.2994453955233,0.911641850849714,1.34531500598882,0.587887456409758,1.55045402448822,1.05105053166787,0.98671378035755,1.13454900440125,1.0349211712723
"22",1.50173651817703,1.44683586329455,1.23490304445621,0.916545063906392,0.99334635186819,1.08890105136626,0.984166357732151,1.04761550259241,1.13772606786582,0.590600661027994
"23",1.44133045137683,1.04799860906682,1.39266261505363,1.03050223067806,0.635823273092189,1.1202265543667,1.31337951467307,1.1790555797073,0.94846790007855,0.868516034495359
"24",1.79688220618882,1.03135570702979,0.790660090315674,1.6453807692929,0.968647583375199,0.813054832647487,1.16266032442788,1.13858771099446,0.919112944032184,0.887398240816243
"25",1.83728334012422,0.81040877510556,1.26342102787067,1.14813734710641,1.08731159024006,0.877938279206559,1.18679493228294,1.03317999176738,1.05742454642724,0.855563957190355
"26",1.21916671052877,1.04043661862396,1.25167710195426,1.4210679114907,0.709564842663763,2.0320830264369,1.10918663215354,1.23255295047808,1.31209305366502,0.961025868073759
"27",1.75385999206411,1.00173194116722,0.972638944081858,1.08382537769587,1.23500664261712,0.973186522762529,0.936980118159923,0.997354671152028,1.46977059465368,0.558436849626655
"28",1.21916671052877,1.83842907352376,0.574137780292446,1.25050517646282,1.40685043768915,1.32300498912162,0.939123304151737,1.26996990565472,0.908141790233095,1.25173550535813
"29",1.01826951710217,2.00139865062805,1.00572010388406,1.31353684324761,1.07295571701397,0.808955499467306,1.21276830120025,0.700317562844499,1.63448057263657,0.634079081549518
"30",1.83728334012422,1.16935926907891,0.837679505956797,1.14235083938875,0.749065815703067,1.20485961472051,1.22738888034802,0.8498478914801,0.991755787201878,1.10240282829955
"31",1.44133045137683,1.51436716393016,1.02091638228159,1.14404582444015,0.925290091973406,0.812693307468516,1.38349025116276,0.71242166009274,0.95142826246164,0.8378741718063
"32",1.37438270423382,1.44041903284299,0.938120032958054,1.43143338375685,1.08925283236855,1.28213143071632,1.03154270340687,0.873933425003877,1.20743126568842,0.810891023385861
"33",2.01494096135866,0.908782944027856,0.948137678249031,1.15171339518218,1.07890721670885,0.617362947938586,1.71839580584914,0.726252233555257,0.76835081831282,1.00071596616378
"34",1.44133045137683,1.70445247966112,0.783425282768752,0.951781944117312,0.957872917905554,1.06218512531709,1.17670845467673,1.09914706953556,1.02412543443391,0.901585974974804
"35",1.21916671052877,1.46176911466003,1.45880077865133,0.94640694555314,1.14366229211767,1.09354280055546,0.956657797168409,0.976146597071203,0.668721079052309,0.984125136584794
"36",1.12600260792655,1.60195125920872,0.948850470769689,1.56880884038297,1.14508191526063,1.11689658226118,0.938320994293287,0.660988076534529,1.33523282644592,0.928797149499556
"37",2.19384280615095,0.905740624518003,1.17897254614752,0.932422902061024,1.01360183834717,0.921460446570238,1.30403029143961,1.07496595153738,1.06216743668403,0.933973104191628
