"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2.42647226634954,2.23260388595661,1.61347743335433,2.03338315635453,1.31539272415865,1.65538913052952,1.33189744287005,4.51226923283719,1.84019614967088,1.36944735172154
"2",2.42647226634954,2.00114852638402,2.53892762853843,1.55181192682342,1.08254745430228,2.25323569575196,1.81229969524168,1.53738603118389,1.46272669668829,1.69126459169055
"3",2.83528167622816,1.59206653175782,1.5934582049629,1.23118709660591,1.38945615286097,1.15435732742273,1.13731073879181,1.58898135516969,1.31026408562622,1.20236370710734
"4",3.05647556676715,1.25910265831121,1.34590083962305,1.45171257823499,1.49250586968496,1.14059612611867,1.86131068256692,1.29969938273102,1.7367354961973,1.7890260298648
"5",2.56568732488731,2.01038623897228,1.23430685979848,1.98412090179581,1.57815040127158,1.3440443702645,1.92965953125655,1.13108988733793,1.27373576728989,1.18459863636
"6",2.37094033975085,2.61576656030461,1.78403034051055,1.51329266912707,1.29504250712872,1.20734961261729,1.39468010399403,1.37292087788883,1.23797724819966,1.16845560366256
"7",2.42647226634954,2.00114852638402,2.53892762853843,1.86374966383506,1.2192923952938,1.15395698696723,1.24289256458037,1.73211818088353,1.59146578052612,1.6411634902265
"8",2.01253487800755,5.60973743964662,1.31792876007624,1.55020706009038,1.22384208931677,3.74263179531014,1.22754413830896,1.68416614783001,1.23622624912894,1.32242275343405
"9",2.47778444573788,1.66406607231034,2.91436028625599,1.81554008849358,2.89087372421861,0.95412257750675,3.06517242252375,1.19167961011904,1.59081068042969,1.77463060528936
"10",2.83528167622816,1.4333285758676,1.71329482864881,1.3455803357303,1.48958557751899,1.38843560661392,1.05887740191983,1.40371079262491,1.27558138686158,1.3198966537094
"11",2.52444051487551,1.63733688575815,2.60697110394175,1.61480239220488,1.52003347917492,1.93107103746325,1.26183915939402,1.22260301901869,1.28756197334477,1.49555984256167
"12",2.96689291356021,1.4736896319811,1.60982807858481,1.13927713539505,1.21479090674932,1.30223741926476,1.01868861682717,1.64702620838523,1.27197152681941,1.52069994576186
"13",2.60583374989085,1.91566370019602,1.63783628138949,1.34101264071737,1.16354043575336,1.71888838068886,0.766276651039717,2.62705851822713,2.89041253120489,2.25668655540523
"14",2.52444051487551,2.03933634464873,1.2771734314147,2.12317085812176,1.55652656504252,1.97271329033104,2.00591365371364,1.21504713235441,1.51387128820283,1.33242287790229
"15",2.7465004476221,1.59245025128605,1.37698662121188,1.66235739519744,1.52905519755328,1.42932700301433,1.92427670154761,1.2333664831679,1.30492505242159,2.20826904112223
"16",2.37094033975085,2.77836977533818,1.62037833946673,1.20085217772541,1.47408588786044,1.19280906018294,1.14832353310839,1.48377301121233,1.06509582373272,2.13358581356042
"17",2.52444051487551,1.69330275235296,2.34290004169856,1.63658143817319,1.52724163769863,1.89394199435424,1.47903746304017,1.56710630889941,2.11981264728614,1.39274515226276
"18",2.37094033975085,2.05202580687389,3.05691325421581,2.69514807778738,2.51970849449472,1.78880914690642,2.59763033959207,1.35537714280108,1.74664521781595,1.22385065173116
"19",2.88818204183791,1.25225291064905,1.4986454607347,1.72381141971146,1.55105166314743,2.0827443085526,1.91309627685092,1.91853223533697,1.89508946879991,1.17818553650207
"20",2.13974516317261,3.86842113993683,2.16147879250796,1.70212749753406,2.13229543799044,1.40378794163214,1.2202570332524,1.44633152009343,1.41504522565599,1.34813543105164
"21",2.52444051487551,2.00928521854943,1.44758280571088,1.97879039538675,1.02966457950724,2.54300798525676,1.64591858458547,1.59100652501331,1.80153382545663,1.64333624153343
"22",2.56568732488731,2.08050734370445,1.62560160820754,1.21763340274389,1.34312919121363,1.45134949385862,1.31620816148653,1.39632175718647,1.47053919991334,0.86869982892391
"23",2.52444051487551,1.79048502532673,2.12856172830302,1.52879403958206,1.14628408190296,2.2945799186177,2.5541580538975,2.19969224489902,1.94276362088568,2.41953081176026
"24",2.77845369171185,1.50487599287774,1.27488374825779,2.30844468229293,1.3203313067903,1.19590213935293,1.69646572775733,1.58883224662196,1.31286451724284,1.35630978583578
"25",2.80812521249919,1.26907967206936,1.91047837430008,1.64000386864811,1.50950878889998,1.27141740519086,1.67452475266599,1.434358184064,1.45402568311415,1.23901523853006
"26",2.37094033975085,2.1311447781549,2.56383240652736,2.56195014429536,1.55523718408049,3.55912325076311,1.76126128427875,1.82854490564304,1.76739553101962,1.28526044506655
"27",2.7465004476221,1.49984369024477,1.50395627246975,1.67587981641666,1.788518598789,1.40935452165919,1.41685171720674,1.56183222329694,2.04047455229153,0.900440116729626
"28",2.37094033975085,2.72738799211346,0.980903113033052,2.25445377478145,2.20309225042711,1.83672065741218,1.30377979431347,1.67176292120696,1.20646962354749,1.59380700892658
"29",2.23186172875734,3.28263377684431,1.55510846834658,1.8762611546145,1.47538202574704,1.18987253209491,1.74392508567879,1.12921278109977,2.33469843055782,1.00684493044774
"30",2.80812521249919,1.61548361338752,1.21311523722111,1.64266685028349,1.18943068941699,1.91317901864553,1.80533578903478,1.31408892766803,1.62664796662479,1.80812791031373
"31",2.52444051487551,2.19308442936377,1.42462882183831,1.54689383013462,1.27233244452866,1.21680549378362,1.93057935081225,1.07728630833701,1.59064586319163,1.62943234622056
"32",2.47778444573788,2.20155319234355,1.43383356250429,1.97754209186415,1.43387058926772,1.58813728629804,1.25273948777839,1.08861072526801,1.46634436006429,1.01309907680293
"33",2.94004896579011,1.28994509527802,1.40660271085151,1.66789453325747,1.52229908559992,1.03213858361275,2.52754566844949,1.13729265367332,1.49422875024888,2.40995343321265
"34",2.52444051487551,2.35472119091268,1.11200986733458,1.43923425459367,1.5209924431659,1.71269875701867,1.81950154478939,1.64569854383702,1.53337236013967,1.43161522699637
"35",2.37094033975085,2.44385949725665,2.05831517022158,1.32065528110125,1.55888803584991,1.44819251893742,1.27941865771993,1.33055296296621,1.04720031887492,1.72366119381497
"36",2.30641111156311,2.73690224023345,1.62109237978867,2.30752191994314,1.56082307694396,1.47026026737572,1.25064779617557,1.01026185909489,1.98087488387257,1.39064203400667
"37",3.07792874096988,1.22951940274725,1.55656725942446,1.24278648208713,1.36532645632419,1.27925854484304,1.70696262527956,1.36101075057222,1.32503743028408,1.180377080842
"38",2.56568732488731,1.50391340636126,2.43909187473678,2.34517629114135,1.35995870946499,1.47936664073919,1.79543605580964,1.19534163969229,1.39161833002197,1.27412676617138
"39",2.13974516317261,4.32015535192274,1.31096905315886,1.59213242772238,1.28319975331153,1.47341914183097,1.09943070177724,1.1936151435239,1.14767407230073,1.38945571815785
"40",2.94004896579011,1.32470556473161,1.54078951163607,1.10186140651295,1.549162903552,2.3462918080879,1.13306141555083,2.42538495079316,2.40023899508846,1.4441726349631
"41",2.67955169609121,1.8663994804294,1.38415891272234,1.53134552780824,1.14256664069595,1.66163973858524,1.14756594730345,0.913038526502929,2.40981938820516,2.04560891096896
"42",2.13974516317261,3.85042557062484,2.78829506042821,1.6589734943399,1.69209307418411,1.97063208789767,1.62834725558497,0.944843969165377,1.29049550469566,2.1062419229847
"43",2.56568732488731,1.84343978191182,2.00683199231172,1.35450817797747,1.41995511382172,1.14691431593961,1.40725864023724,1.46529756496763,1.07157567283272,1.55221451730056
"44",2.47778444573788,2.10574046393412,1.30999642387613,2.78873890455891,1.32909259395356,1.53204694910005,1.97425220410032,1.22331059654638,1.33349918534058,1.07240098626019
"45",2.42647226634954,2.23260388595661,1.92657107845177,1.63848200511892,1.64317043741368,1.20086586352642,1.46471450439577,1.1312651511601,1.1677634840685,1.02100299302407
