5,13,26,14,14,16,4,7,9,19,16
5,7,14,15,8,14,15,13,15,21,26
5,5,5,19,19,47,66,47,58,39,36
5,12,19,13,11,10,19,23,34,27,28
5,6,4,10,4,6,15,9,10,5,1
5,12,7,7,4,4,5,6,12,14,4
5,4,4,9,5,10,3,2,5,2,1
5,4,8,18,17,28,53,47,41,47,44
5,25,41,33,27,31,50,54,46,60,45
5,9,4,2,8,19,25,39,36,18,12
5,5,4,15,30,33,49,51,35,43,73
5,7,13,20,43,28,27,20,14,10,6
5,4,7,7,7,15,10,17,11,4,4
5,9,8,22,44,39,23,22,23,25,33
5,10,32,30,28,24,21,28,24,40,12
5,11,16,33,32,38,22,21,31,30,33
5,20,29,26,16,5,8,9,9,5,2
5,6,1,4,6,14,20,16,14,3,1
5,8,22,33,49,99,120,166,97,85,107
5,9,23,44,60,54,79,105,127,124,120
5,11,12,23,30,43,100,119,120,99,96
5,7,6,30,10,9,10,28,20,21,7
5,4,21,30,50,63,57,62,55,80,79
5,5,9,20,29,21,17,12,28,19,17
5,15,28,51,64,42,57,60,76,91,90
5,15,14,16,3,5,8,13,6,3,3
5,24,31,31,21,24,13,10,9,9,12
5,7,6,18,44,63,99,120,134,153,129
5,7,24,28,15,26,26,39,38,51,24
5,7,9,27,51,49,51,52,50,44,33
5,14,36,20,17,13,5,24,20,9,15
5,21,17,9,17,23,13,7,13,16,9
5,14,19,15,22,45,28,26,47,49,28
5,6,16,28,20,28,33,15,12,22,47
5,11,39,52,39,43,47,60,54,49,83
5,12,11,6,21,30,17,10,10,19,34
5,5,23,30,25,17,19,22,16,7,9
5,8,5,12,12,21,22,24,16,12,17
5,10,4,8,6,7,21,47,36,34,49
5,21,27,23,13,15,17,7,19,24,26
5,6,15,32,65,73,64,109,113,96,95
5,12,19,17,26,29,49,61,82,81,57
5,1,6,6,7,6,15,10,4,13,34
5,12,30,43,32,35,37,41,26,15,29
5,3,6,8,20,28,57,53,57,58,60
5,17,16,15,23,24,31,49,30,39,17
5,8,18,22,18,15,16,33,24,20,35
5,6,8,6,14,20,16,18,24,31,17
5,5,7,12,8,14,27,41,32,51,79
5,9,7,23,45,50,27,26,21,5,6
5,11,12,25,28,39,86,118,127,129,118
5,19,21,29,42,74,66,91,87,83,77
5,6,16,31,19,24,43,36,40,57,73
5,18,27,26,30,30,25,27,25,12,9
5,21,13,15,18,11,9,14,31,56,50
5,6,12,4,9,9,12,12,7,11,5
5,17,15,11,17,15,12,14,6,7,3
5,14,23,3,8,12,15,28,43,43,43
5,23,29,27,25,15,8,13,10,10,7
5,14,19,17,28,11,10,18,21,29,46
5,5,5,17,48,41,23,28,40,30,11
5,17,28,10,19,18,14,8,21,19,28
5,6,2,8,4,3,27,29,21,45,65
5,10,16,11,27,32,35,23,23,23,14
5,9,9,14,15,16,9,23,21,8,2
5,16,12,8,20,7,7,7,8,9,5
5,3,3,5,6,9,18,34,32,29,18
5,2,2,6,10,13,8,12,23,33,41
5,24,52,33,40,38,35,32,36,66,44
5,13,19,18,14,20,17,9,8,11,19
5,8,9,16,13,13,8,17,19,13,13
5,11,13,7,20,14,21,27,22,27,28
5,10,6,4,19,32,28,27,19,2,1
5,11,11,41,48,55,54,51,23,13,27
5,3,6,12,11,24,27,35,33,47,54
5,4,15,21,14,25,26,12,17,14,15
5,16,12,22,18,45,40,45,37,37,35
5,9,13,18,18,20,19,13,35,14,8
5,13,30,17,43,56,39,26,10,4,1
5,13,38,51,51,50,88,89,110,150,143
5,12,7,31,51,48,46,30,6,8,6
5,8,4,14,19,31,50,60,71,64,55
5,13,14,28,16,30,41,43,40,36,47
5,7,13,11,8,13,20,34,33,29,12
5,13,16,24,38,48,44,39,29,34,48
5,10,5,7,19,45,67,65,72,67,41
5,10,23,49,95,132,113,94,78,91,97
5,14,13,5,9,21,25,21,20,12,17
5,8,13,6,8,25,50,49,41,43,35
5,14,21,18,27,14,14,10,10,3,2
5,6,16,15,19,24,50,40,32,21,11
5,11,30,15,14,10,8,6,8,8,3
5,13,11,11,8,17,18,18,12,10,17
5,16,17,9,6,6,13,17,8,2,11
5,6,18,18,10,7,6,4,2,11,2
5,2,13,12,13,7,5,13,11,9,1
5,17,38,67,59,48,24,34,33,27,39
5,7,13,24,23,9,9,4,8,17,15
5,10,22,23,39,42,29,32,37,27,16
5,5,8,22,22,13,22,22,31,57,71
5,12,9,15,21,10,24,15,19,7,7
5,21,21,18,23,24,37,53,46,39,29
5,16,18,20,15,18,13,20,12,26,21
5,22,32,34,31,25,30,41,19,24,16
5,1,6,34,56,69,107,81,70,85,69
5,5,5,2,10,34,17,12,3,12,10
5,6,11,8,5,10,4,6,23,40,65
5,3,10,38,33,29,35,16,16,25,25
5,15,26,39,95,90,98,74,86,54,40
5,8,5,3,13,22,43,64,90,87,124
5,12,22,25,49,60,20,29,31,22,22
5,6,18,19,13,15,26,22,17,17,23
5,18,32,64,97,135,132,151,158,169,175
5,9,29,48,86,94,85,35,13,8,9
5,15,22,25,14,13,24,12,20,35,28
5,17,21,15,14,12,9,8,11,13,16
5,10,5,10,6,8,10,11,10,14,11
5,17,31,28,24,15,15,10,10,13,22
5,20,28,27,26,33,31,33,28,18,6
5,15,20,24,28,37,38,38,32,51,46
5,13,17,36,40,79,95,92,87,77,90
5,6,5,21,36,60,59,63,94,85,57
5,10,16,12,7,8,14,13,20,21,35
5,17,17,22,34,28,39,19,30,20,26
5,3,6,6,13,29,33,18,18,9,11
5,23,27,29,21,15,7,11,6,5,10
5,2,2,10,19,49,70,47,32,45,32
5,3,5,9,13,16,20,25,23,31,26
5,10,15,11,13,24,18,18,41,55,49
5,17,9,14,21,27,26,58,99,113,124
5,15,21,16,11,15,27,16,13,12,10
5,29,53,72,47,78,77,130,157,176,183
5,13,11,6,7,19,8,11,14,2,3
5,11,18,35,48,72,54,42,25,21,32
5,11,25,27,14,24,37,72,51,44,32
5,21,20,18,15,15,5,11,17,10,3
5,13,20,22,38,31,20,23,24,37,45
5,13,22,29,32,43,42,52,38,39,29
5,9,17,29,12,24,33,12,15,9,13
5,17,19,50,63,56,56,77,69,71,58
5,13,22,21,30,26,31,40,57,62,58
5,4,3,7,19,28,53,47,44,29,20
5,5,18,40,53,54,30,31,41,40,33
5,4,5,6,6,14,15,18,15,12,11
5,13,22,19,27,13,9,7,5,13,6
5,27,25,19,16,22,12,6,13,12,6
5,9,4,9,13,31,59,74,100,78,59
5,8,5,3,13,11,19,34,47,44,38
5,20,21,30,28,10,6,3,7,17,10
5,5,6,9,7,21,29,47,55,58,63
5,10,19,19,24,30,19,12,13,16,15
5,14,14,15,26,23,24,23,47,28,21
5,12,28,23,20,21,26,18,26,25,20
5,3,14,38,48,60,63,69,68,61,78
5,25,41,44,39,39,37,29,27,45,51
5,18,35,39,30,52,46,56,40,44,41
5,13,14,20,23,22,42,84,91,70,62
5,9,9,14,13,36,60,72,71,57,66
5,6,7,6,25,56,36,42,43,13,19
5,7,12,11,27,26,25,25,10,8,3
5,15,17,8,13,25,13,8,2,3,9
5,9,5,6,15,31,44,39,32,14,3
5,10,28,39,22,9,22,13,14,4,4
5,3,4,9,21,16,13,12,10,12,6
5,4,15,17,26,38,59,61,34,25,18
5,15,30,38,37,73,63,86,59,67,78
5,7,3,6,7,10,8,2,8,5,7
5,14,22,30,41,45,51,52,68,61,57
5,12,19,16,21,25,25,8,22,15,28
5,8,3,8,25,32,23,20,14,29,30
5,10,24,12,12,7,12,14,10,37,28
5,2,17,32,36,25,71,94,131,127,104
5,5,4,22,75,119,85,71,48,33,46
5,13,12,26,41,14,11,8,6,15,11
5,19,53,48,64,58,62,44,30,23,24
5,2,5,10,9,13,10,22,43,25,3
5,4,12,30,61,120,155,182,208,244,238
5,17,17,36,31,51,47,43,55,44,51
5,6,3,7,2,2,4,9,7,3,7
5,9,10,18,24,22,18,15,11,15,15
5,21,12,20,13,28,45,46,55,34,46
5,9,20,42,72,73,88,92,55,38,34
5,13,22,22,18,12,16,12,17,19,22
5,6,6,12,22,18,15,20,14,21,32
5,7,9,13,8,13,37,24,19,26,59
5,6,4,17,14,14,9,15,7,4,1
5,13,19,22,23,55,65,49,30,18,25
5,6,21,35,40,60,71,58,53,57,70
5,13,25,58,73,111,108,75,92,99,69
5,8,13,16,17,29,23,21,23,14,15
5,11,8,8,8,10,8,21,24,20,16
5,1,6,12,23,13,18,18,19,11,15
5,13,17,29,51,46,88,95,131,121,112
5,4,16,18,17,33,28,17,16,7,8
5,5,5,13,11,4,10,19,28,25,11
5,7,8,9,13,22,49,62,60,77,70
5,4,5,11,10,19,30,49,35,20,15
5,14,23,21,15,31,56,72,64,46,20
5,5,7,21,33,45,48,64,70,94,129
5,8,4,6,8,11,19,27,52,71,103
5,5,6,8,6,3,10,34,28,36,37
5,13,26,47,56,63,51,50,40,18,19
5,10,9,9,4,6,8,14,13,4,7
5,7,18,21,23,19,20,14,29,53,49
5,8,6,11,24,44,59,48,19,21,17
5,3,12,13,10,12,28,19,30,17,17
5,18,13,20,32,24,14,15,15,23,26
5,8,22,41,30,11,12,30,48,77,65
5,13,8,11,15,9,13,41,59,50,90
5,7,6,12,30,49,52,41,22,10,7
5,6,21,21,14,12,16,20,23,10,1
5,7,18,20,28,31,20,22,21,8,9
5,7,14,25,34,42,39,42,36,18,4
5,4,11,17,32,13,10,27,17,14,6
5,12,21,16,10,13,17,5,2,2,5
5,6,4,12,24,39,48,58,45,58,63
5,27,57,55,53,103,102,82,77,78,62
5,11,24,9,4,7,7,7,10,12,10
5,8,11,26,31,18,22,31,23,45,47
5,8,18,25,35,19,38,47,44,28,31
5,11,15,16,5,7,6,3,6,9,6
5,4,7,19,29,37,26,37,59,40,44
5,4,7,28,27,30,42,31,21,17,19
5,20,24,20,29,31,25,41,68,72,40
5,23,25,15,17,4,12,7,2,5,1
5,7,12,16,29,20,23,32,65,89,112
5,6,15,13,11,17,4,13,8,4,9
5,14,28,17,14,31,52,47,46,56,45
5,8,18,17,41,61,60,36,10,12,28
5,3,5,2,4,20,37,52,61,41,28
5,9,42,99,128,103,87,102,138,124,131
5,3,7,16,23,20,18,19,30,15,16
5,10,9,14,19,10,13,24,35,56,60
5,2,6,21,23,39,44,46,31,18,28
5,15,38,17,5,12,32,37,26,12,6
5,4,4,14,28,21,34,24,22,21,13
5,14,12,9,5,2,5,7,8,11,6
5,3,5,9,9,8,9,18,15,15,8
5,7,12,33,32,18,23,19,30,32,23
5,15,20,34,27,25,26,32,10,12,7
5,5,4,3,10,8,3,7,8,14,38
5,10,8,6,15,30,49,43,37,20,19
5,17,17,22,13,12,21,21,17,22,17
5,15,22,46,52,87,109,104,81,58,82
5,4,12,23,15,30,23,12,20,25,46
5,11,14,27,35,24,17,22,21,22,30
5,10,23,33,47,70,42,13,13,4,12
5,10,5,19,46,51,55,33,17,5,7
5,9,12,13,24,17,35,26,23,11,4
5,23,24,12,8,16,29,38,17,32,30
5,14,6,10,10,12,11,20,13,7,1
5,15,17,22,16,29,33,49,43,27,13
5,11,11,4,2,4,2,12,28,25,28
5,25,37,52,28,23,21,30,39,46,68
5,8,16,21,16,29,42,44,56,54,34
5,8,13,28,18,15,14,10,9,18,26
