"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.52291339453461,0.703353368277533,0.508305478875087,0.817651726756552,0.470132309852372,0.494281196359101,0.114054455549804,0.972410051546448,0.549462562982869,0.170236884122675
"2",0.52291339453461,0.431254617417771,0.967683628811035,0.703058046420321,0.323236899989108,0.744065413048784,0.778383793000486,0.728148760813588,0.719394385904888,0.989662011791944
"3",1.11124616966916,0.800560376790626,0.932429532657359,0.727495243098985,0.849621890924229,0.675484841695889,0.577829920884225,0.851697889531207,0.713066610948334,0.584335453765651
"4",1.42756077758677,0.646061063748318,0.645939714216817,0.687571431935869,0.734040300223124,0.447039561153943,0.783330018271666,0.480442311023221,0.620723724127398,0.752909122473749
"5",0.72014103238354,0.846068259349087,0.441151546915273,0.816931396938658,0.747455899660064,0.608927662513007,1.1234418122973,0.655084999554445,0.693187317571166,0.561058843797853
"6",0.447412695660105,0.966935083626257,0.924109986231313,0.906491417418289,0.806505831697833,0.735380391282939,0.885631110502367,0.933934232749786,0.867508273624589,0.816368568771205
"7",0.52291339453461,0.431254617417771,0.967683628811035,1.03566205653608,0.690439247756523,0.567536081675038,0.47371448228627,0.640288725874733,0.588295653340774,0.606666734237065
"8",0.0874884816999447,1.93143385252692,0.529957535573572,0.554056908271177,0.19400222354483,1.63826226822005,0.589136648514084,0.902717171010194,0.65183686210209,0.65039047059662
"9",0.593360900881175,0.263786088885,0.628054996266522,0.342604860802722,1.1330346398982,0.228485990019958,1.28997356122734,0.490655830356274,0.588053491338957,0.746850828014195
"10",1.11124616966916,0.638650542653635,0.887469694074671,0.72684160716851,0.867232117206775,0.867628941768631,0.60660076810961,0.794868423249805,0.713440046234237,0.723497903148564
"11",0.65906806266982,0.35285191625808,0.897580732945986,0.664870156274166,0.62585050760364,1.0431058920496,0.710200115830667,0.633296213307893,0.59255045175301,0.666379029277951
"12",1.29869807663844,0.796042355951466,1.01265940574977,0.711930615042826,0.724462233371863,0.769478116293039,0.501008748654055,0.836799470210311,0.625577681392211,0.772617279848856
"13",0.778073626106851,0.822778694377629,0.848382916520825,0.713027230192742,0.527149232166516,0.845379149682823,0.183502081776017,0.326571339882993,0.545440659334358,0.633410225015224
"14",0.65906806266982,0.77727004589412,0.381350100707608,0.70111529144504,0.490363834454687,0.729226269386493,1.08353359899182,0.670668910055868,0.894530298333869,0.829784980338869
"15",0.981622123747897,0.697063270816169,0.553705525215957,0.684450200509867,0.64350075839353,0.544771865683597,0.911390937132018,0.549553108078653,0.430913463672848,0.983942025005863
"16",0.447412695660105,1.19331146485529,0.917559074509602,0.667298328800128,0.858208245814963,0.671347949854888,0.551116213741438,0.672232592469848,0.298952720641424,0.459795323347435
